velocity,priceDeviation,cancelRate,sizeRatio,timeBetween,repeatPriceRate,is_fraud
51.209118374075715,0.012225671004169627,0.7136000876101437,3.1409769092159308,1.2820045807528901,0.813348852292617,1
0.2613785019448016,0.022014374979922594,0.08697559796384588,1.0093206151018088,43.22158799978451,0.11655084042496566,0
1.8054250135140357,0.008201468639723724,0.008722508052557169,0.9584858514529594,133.94817351579553,0.021736368343876152,0
1.6053154171693214,0.007067549842278718,0.0454857998005593,0.6608877280413586,41.521663552919215,0.2602634179863915,0
5.1060992953179305,0.000557250039662495,0.14517485031393013,1.8547398763166556,101.703770055335,0.39952402420559746,0
17.597292459993284,0.11864300444202683,0.6988052710275215,4.992971112638752,1.3780768152376013,0.9837133407759591,1
1.2927195733805235,0.010896659230926784,0.2762500499642216,1.233792752716231,77.415364216798,0.24673235823732143,0
0.8113358767080796,0.024106980068599806,0.22334883746070205,0.9859688547351885,60.957703338878495,0.19239698677987913,0
0.6833014385376313,0.0020878080558230923,0.1163242557014162,0.8747969606156354,14.083579334094447,0.5579887342117981,0
8.610946027181065,0.009983106467516534,0.01896816893298972,18.189003788085216,7.915724410359027,0.8281357828126987,1
1.313495186727774,0.005278661375695512,0.08469056262812623,1.0548773138731802,20.985729194311016,0.039494196732409045,0
0.11963449080857619,0.019396381510618954,0.3216340146089297,1.531923208984927,96.14801865710355,0.07719651605762076,0
0.3374066834020473,0.00014384121836853213,0.2089565266420271,0.8540595737302052,92.26808198271702,0.11702252046437724,0
22.843418784966126,0.26839215889553164,0.6671918279729381,8.618617482927535,4.452167713039773,0.6188778846060701,1
1.3509907071279492,0.026188124511245782,0.022482653181841502,1.6900654580487942,20.023035727937046,0.028419598594824052,0
0.08107980480039684,0.001592304931129893,0.23818556544892325,0.9664081121746476,109.50726371225174,0.0063040886285456775,0
1.652775664604301,6.0891239581335806e-05,0.1254975452992811,0.9233598956137266,37.58116901227521,0.0016289653418596125,0
3.1457177294057006,0.005847489976396204,0.1774796516361576,1.4589448970595442,22.909959144968504,0.09861050863510254,0
